tier1_id,name,country,donor,donor_id,lat,lon,proposed_by,reviewed_by,reviewed_on,note
RRDB:US0189,BMRC SUNY at Buffalo,United States of America,,,,,,,,no donor
RRDB:US0191,AGN-201 Texas A&M Univ.,United States of America,,,,,,,,no donor
RRDB:US0188,UC Irvine TRIGA,United States of America,,,,,,,,no donor
RRDB:US0185,AFRRI TRIGA,United States of America,,,,,,,,no donor
RRDB:US0186,Univ. Arizona TRIGA,United States of America,,,,,,,,no donor
RRDB:US0187,BRR UC Berkeley,United States of America,,,,,,,,no donor
RRDB:US0183,Veterans Affairs RR,United States of America,,,,,,,,no donor
RRDB:US0184,APRFR Army Pulse Radiation,United States of America,,,,,,,,no donor
RRDB:US0181,Cintichem Nuclear Reactor,United States of America,,,,,,,,no donor
RRDB:US0182,GSTR US Geological Survey,United States of America,,,,,,,,no donor
RRDB:US0223,TRIGA Mark II,United States of America,,,,,,,,no donor
RRDB:US0159,RINSC Rhode Island NSC,United States of America,,,,,,,,no donor
RRDB:US0160,AGN-211 Rice Univ.,United States of America,,,,,,,,no donor
RRDB:US0161,SPR Stanford Univ.,United States of America,,,,,,,,no donor
RRDB:US0154,L-77 Univ. Puerto Rico,United States of America,,,,,,,,no donor
RRDB:US0155,TRIGA Puerto Rico Nuclear Center,United States of America,,,,,,,,no donor
RRDB:US0156,PUR-1 Purdue Univ.,United States of America,,,,,,,,no donor
RRDB:US0157,RRR Reed College,United States of America,,,,,,,,no donor
RRDB:US0158,WRCF Rensselaer Polytechnic,United States of America,,,,,,,,no donor
RRDB:US0152,PSBR Penn St. Unv.,United States of America,,,,,,,,no donor
RRDB:US0153,AGN-201 Polytechnic Inst. of New York,United States of America,,,,,,,,no donor
RRDB:US0150,TRIGA Cornell Univ,United States of America,,,,,,,,no donor
RRDB:US0149,ZPR Cornell Zero Power,United States of America,,,,,,,,no donor
RRDB:US0144,AGN-201 Cal Poly State Univ,United States of America,,,,,,,,no donor
RRDB:US0145,AGN-201 Catholic Univ,United States of America,,,,,,,,no donor
RRDB:US0147,AGN-201 Oregon State Univ.,United States of America,,,,,,,,no donor
RRDB:US0146,AGN-201 Tuskegee Inst.,United States of America,,,,,,,,no donor
RRDB:US0128,IRL,United States of America,,,,,,,,no donor
RRDB:US0035,Bettis TRX CA,United States of America,,,,,,,,no donor
RRDB:US0037,HTTF Critical Assembly,United States of America,,,,,,,,no donor
RRDB:US0054,GETR General Electric Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0055,EVESR Superheat Reactor,United States of America,,,,,,,,no donor
RRDB:US0053,Mixed Spectrum Superheat Crit Assembly,United States of America,,,,,,,,no donor
RRDB:US0096,AGN-201 Georgia Tech,United States of America,,,,,,,,no donor
RRDB:US0097,GTRR Georgia Tech,United States of America,,,,,,,,no donor
RRDB:US0095,ALRR Ames Laboratory,United States of America,,,,,,,,no donor
RRDB:US0269,Super Kukla,United States of America,,,,,,,,no donor
RRDB:US0271,SKUA Fast Burst,United States of America,,,,,,,,no donor
RRDB:US0272,TACS Training Assembly Crit Safety,United States of America,,,,,,,,no donor
RRDB:US0270,Little Eva,United States of America,,,,,,,,no donor
RRDB:US0216,BYU L-77 Brigham Young Univ,United States of America,,,,,,,,no donor
RRDB:US0120,KSU TRIGA Mark II,United States of America,,,,,,,,no donor
RRDB:US0217,L-77 Univ. Wyoming,United States of America,,,,,,,,no donor
RRDB:US0218,AGN-211 West Virginia Univ.,United States of America,,,,,,,,no donor
RRDB:US0219,LCWNR Worcester Polytechnic Inst.,United States of America,,,,,,,,no donor
RRDB:US0220,UT TRIGA Univ. Texas,United States of America,,,,,,,,no donor
RRDB:US0209,UTR-10  Iowa State Univ.,United States of America,,,,,,,,no donor
RRDB:US0221,TRIGA II Univ. Texas,United States of America,,,,,,,,no donor
RRDB:US0222,UC Davis/McClellan TRIGA,United States of America,,,,,,,,no donor
RRDB:US0230,BORAX-1,United States of America,,,,,,,,no donor
RRDB:US0231,BORAX-5,United States of America,,,,,,,,no donor
RRDB:US0232,BORAX-2;-3;-4,United States of America,,,,,,,,no donor
RRDB:US0246,SEFOR Southwest Exp Fast Oxide Rx,United States of America,,,,,,,,no donor
RRDB:US0051,Allis-Chalmers Critical Facility,United States of America,,,,,,,,no donor
RRDB:US0235,S5G Submarine Prototype,United States of America,,,,,,,,no donor
RRDB:US0234,S1W Submarine Prototype,United States of America,,,,,,,,no donor
RRDB:US0233,EBOR Beryllium Oxide Reactor,United States of America,,,,,,,,no donor
RRDB:US0258,DORF TRIGA Mark F,United States of America,,,,,,,,no donor
RRDB:US0259,WRRR L-54 Walter Reed,United States of America,,,,,,,,no donor
RRDB:DE0010,FRMZ,Germany,,,,,,,,no donor
RRDB:CZ0003,LVR-15 Rež,Czech Republic,,,,,,,,no donor
RRDB:US0123,TRIGA Mark I Michigan State Univ.,United States of America,,,,,,,,no donor
RRDB:US0122,MITR-II Masschusetts Inst. of Tech.,United States of America,,,,,,,,no donor
RRDB:US0129,RRR Raleigh Research Reactor,United States of America,,,,,,,,no donor
RRDB:US0119,Honeycomb,United States of America,,,,,,,,no donor
RRDB:US0288,MTS-626,United States of America,,,,,,,,no donor
RRDB:US0289,MTS-635,United States of America,,,,,,,,no donor
RRDB:US0109,Supercomet,United States of America,,,,,,,,no donor
RRDB:US0180,Dow TRIGA,United States of America,,,,,,,,no donor
RRDB:US0094,AGN-201 Idaho St. Univ.,United States of America,,,,,,,,no donor
RRDB:US0102,Topsy,United States of America,,,,,,,,no donor
RRDB:US0178,RER Radiation Effects Reactor,United States of America,,,,,,,,no donor
RRDB:US0093,A1W Prototype Reactor,United States of America,,,,,,,,no donor
RRDB:US0044,APFA-III Accel Pulsed Fast Crit Assem,United States of America,,,,,,,,no donor
RRDB:US0043,APFA Accelerator Pulsed Fast Crit Assemb,United States of America,,,,,,,,no donor
RRDB:ID0003,RSG-GAS,Indonesia,,,,,,,,no donor
RRDB:JP0010,Toshiba NCA,Japan,,,,,,,,no donor
RRDB:JP0012,JRR-4,Japan,,,,,,,,no donor
RRDB:JP0011,KUR,Japan,,,,,,,,no donor
RRDB:JP0018,KUCA,Japan,,,,,,,,no donor
RRDB:JP0023,HTTR,Japan,wikidata,Q5636149,36.26633,140.54744,exact-name-country,,,
RRDB:US0307,Plutonium Recycle Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0310,HTLTR High Temp Lattice Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0312,"FFTF, Fast Flux Test",United States of America,,,,,,,,no donor
RRDB:US0311,"NRF, Neutron Rad Facility",United States of America,,,,,,,,no donor
RRDB:US0308,PNNL-CML Critical Mass Lab,United States of America,,,,,,,,no donor
RRDB:US0309,PRCF Plutonium Recycle Critical,United States of America,,,,,,,,no donor
RRDB:US0304,HTR Hanford Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0305,PCTR Physical Constants Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0127,ZPR-II NASA,United States of America,,,,,,,,no donor
RRDB:US0062,NRR Naval Research Reactor,United States of America,,,,,,,,no donor
RRDB:US0126,ZPR-I NASA,United States of America,,,,,,,,no donor
RRDB:US0229,WTR Westinghouse Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0226,WNTR Westinghouse Nuclear Training,United States of America,,,,,,,,no donor
RRDB:US0227,Westinghouse PAX Assembly,United States of America,,,,,,,,no donor
RRDB:US0228,Westinghouse FCX Assembly,United States of America,,,,,,,,no donor
RRDB:US0164,"TR, Tank Reservoir",United States of America,,,,,,,,no donor
RRDB:US0020,ZPPR Zero Power Physics Reactor,United States of America,,,,,,,,no donor
RRDB:US0015,Janus,United States of America,,,,,,,,no donor
RRDB:US0016,EBR-I,United States of America,,,,,,,,no donor
RRDB:US0017,EBR-II,United States of America,,,,,,,,no donor
RRDB:US0295,UTR Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0039,GTR Ground Test Reactor,United States of America,,,,,,,,no donor
RRDB:SE0004,R-1,Sweden,,,,,,,,no donor
RRDB:US0034,HFBR,United States of America,,,,,,,,no donor
RRDB:US0138,LITR Low Intensity Test,United States of America,,,,,,,,no donor
RRDB:US0275,Tungsten Nuclear Rocket,United States of America,,,,,,,,no donor
RRDB:US0276,Thermionic Critical Experiment,United States of America,,,,,,,,no donor
RRDB:US0274,EBOR Critical Experiment,United States of America,,,,,,,,no donor
RRDB:RO0002,TRIGA II Pitesti - SS Core,Romania,,,,,,,,no donor
RRDB:MX0004,Nuclear Chicago Mod 9000,Mexico,,,,,,,,no donor
RRDB:MX0003,Chicago Modelo 9000,Mexico,,,,,,,,no donor
RRDB:US0028,Battelle Plastic Reactor Facility,United States of America,,,,,,,,no donor
RRDB:US0027,Battelle Variable Moderator CA,United States of America,,,,,,,,no donor
RRDB:US0026,Battelle GCRE CA,United States of America,,,,,,,,no donor
RRDB:US0025,Batttelle Reflector Control CA,United States of America,,,,,,,,no donor
RRDB:US0283,CX-19 Babcock & Wilcox,United States of America,,,,,,,,no donor
RRDB:US0282,CX-12 Babcock & Wilcox,United States of America,,,,,,,,no donor
RRDB:US0023,LPR Lynchburg Pool Reactor,United States of America,,,,,,,,no donor
RRDB:US0024,BRR Battelle Research Reactor,United States of America,,,,,,,,no donor
RRDB:US0281,CX-10 Babcock & Wilcox,United States of America,,,,,,,,no donor
RRDB:US0066,MPR Zero Power Test,United States of America,,,,,,,,no donor
RRDB:US0067,LFBR Liquid Fluidized Bed,United States of America,,,,,,,,no donor
RRDB:US0306,TTR-2 Thermal Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0293,AMRR Army Material Research Reactor,United States of America,,,,,,,,no donor
RRDB:US0014,ZPR-9 Argonne,United States of America,,,,,,,,no donor
RRDB:US0007,ARR (L-8) Armour Foundation,United States of America,,,,,,,,no donor
RRDB:US0064,LAMPRE I,United States of America,,,,,,,,no donor
RRDB:US0050,LAPRE II,United States of America,,,,,,,,no donor
RRDB:US0048,LOPO Low Power Boiler,United States of America,,,,,,,,no donor
RRDB:US0255,SNAP 10 F-3,United States of America,,,,,,,,no donor
RRDB:US0254,SNAP CA-5,United States of America,,,,,,,,no donor
RRDB:US0256,SNAP TSF,United States of America,,,,,,,,no donor
RRDB:US0253,SNAP 8 Experimental Reactor,United States of America,,,,,,,,no donor
RRDB:US0257,SNAP 8 Demonstration Reactor,United States of America,,,,,,,,no donor
RRDB:US0251,SNAP CA-4B,United States of America,,,,,,,,no donor
RRDB:US0250,SNAP CA-4A,United States of America,,,,,,,,no donor
RRDB:US0252,SNAP CA-4C,United States of America,,,,,,,,no donor
RRDB:US0248,SNAP Experimental Reactor,United States of America,,,,,,,,no donor
RRDB:US0249,SNAP 2 Demonstration Reactor,United States of America,,,,,,,,no donor
RRDB:US0247,SGR CA Sodium Graphite,United States of America,,,,,,,,no donor
RRDB:US0300,ISSA Inherently Safe Subcrit,United States of America,,,,,,,,no donor
RRDB:ID0002,KARTINI-PSTA,Indonesia,,,,,,,,no donor
RRDB:US0179,Lockheed Critical Experiment Reactor,United States of America,,,,,,,,no donor
RRDB:VN0001,Dalat Research Reactor,Viet Nam,,,,,,,,no donor
RRDB:JO0002,JRTR,Jordan,,,,,,,,no donor
RRDB:GR0002,NTU,Greece,,,,,,,,no donor
RRDB:US0239,S8G Submarine Prototype,United States of America,,,,,,,,no donor
RRDB:US0236,S3G Submarine Prototype,United States of America,,,,,,,,no donor
RRDB:US0177,NTG Nuclear Test Gage,United States of America,,,,,,,,no donor
RRDB:US0175,HWCTR,United States of America,,,,,,,,no donor
RRDB:US0171,ACRR Annular Core RR,United States of America,,,,,,,,no donor
RRDB:US0206,WSUR Washington State Univ.,United States of America,,,,,,,,no donor
RRDB:US0199,UTR-10 VPI Virginia Tech,United States of America,,,,,,,,no donor
RRDB:US0167,BONUS Mockup Experiment,United States of America,,,,,,,,no donor
RRDB:US0166,NUSU Advanced Critical Experiment,United States of America,,,,,,,,no donor
RRDB:US0065,CANEL Critical Assembly,United States of America,,,,,,,,no donor
RRDB:US0005,ZPR-3 Argonne,United States of America,,,,,,,,no donor
RRDB:US0280,CX-1 Babcock & Wilcox,United States of America,,,,,,,,no donor
RRDB:SY0001,SRR-1,Syrian Arab Republic,,,,,,,,no donor
RRDB:RU104 ,IKAR-S,Russian Federation,,,,,,,,no donor
RRDB:RU052 ,BIGR,Russian Federation,,,,,,,,no donor
RRDB:RU103 ,GIR-2,Russian Federation,,,,,,,,no donor
RRDB:RU106 ,FKBN-2,Russian Federation,,,,,,,,no donor
RRDB:RU105 ,FKBN-2M,Russian Federation,,,,,,,,no donor
RRDB:ID0001,"TRIGA Mark II, Bandung",Indonesia,,,,,,,,no donor
RRDB:RO0004,TRIGA II Pitesti - Pulsed,Romania,,,,,,,,no donor
RRDB:US0107,Flattop,United States of America,,,,,,,,no donor
RRDB:FR0014,Osiris,France,wikidata,Q3357241,48.729,2.15366,exact-name-country,,,
RRDB:US0266,710 Fast Spectrum Refractory Metals,United States of America,,,,,,,,no donor
RRDB:US0264,630-A Marine Propulsion,United States of America,,,,,,,,no donor
RRDB:US0267,STR Split Table Reactor System,United States of America,,,,,,,,no donor
RRDB:US0063,UHTREX Ultra-High Temperature Experiment,United States of America,,,,,,,,no donor
RRDB:US0136,HPRR Health Physics Research,United States of America,,,,,,,,no donor
RRDB:US0213,UVAR Univ. Virginia,United States of America,,,,,,,,no donor
RRDB:US0215,UWNR Univ. Wisconsin,United States of America,,,,,,,,no donor
RRDB:US0214,UWNR Univ. Washington,United States of America,,,,,,,,no donor
RRDB:US0212,CAVALIER Univ. Virginia,United States of America,,,,,,,,no donor
RRDB:US0211,TRIGA Univ. Utah,United States of America,,,,,,,,no donor
RRDB:US0210,AGN-201 Univ. Utah,United States of America,,,,,,,,no donor
RRDB:US0208,AGN-211 Univ. Oklahoma,United States of America,,,,,,,,no donor
RRDB:US0205,MSTR Missouri Univ. of Science & Tech.,United States of America,,,,,,,,no donor
RRDB:US0203,Ford Nuclear Reactor Univ. Michigan,United States of America,,,,,,,,no donor
RRDB:US0200,KUTR Univ. Kansas,United States of America,,,,,,,,no donor
RRDB:US0201,UMLR Univ. Mass. Lowell,United States of America,,,,,,,,no donor
RRDB:US0197,LOPRA Univ. Illinois,United States of America,,,,,,,,no donor
RRDB:US0195,AGN-201 Univ. Delaware,United States of America,,,,,,,,no donor
RRDB:US0194,L-77 UCSB,United States of America,,,,,,,,no donor
RRDB:US0193,UCLA R1,United States of America,,,,,,,,no donor
RRDB:US0172,LTR Lattice Test,United States of America,,,,,,,,no donor
RRDB:US0169,SPR II Sandia Pulsed,United States of America,,,,,,,,no donor
RRDB:US0168,SER Sandia Engineering,United States of America,,,,,,,,no donor
RRDB:US0165,VST Vertical Split Table,United States of America,,,,,,,,no donor
RRDB:US0163,"SS, Solution System",United States of America,,,,,,,,no donor
RRDB:US0162,HST Horizontal Split Table,United States of America,,,,,,,,no donor
RRDB:US0139,"X-10 Pile, Oak Ridge Graphite",United States of America,,,,,,,,no donor
RRDB:US0137,HFIR,United States of America,,,,,,,,no donor
RRDB:US0133,BSR Bulk Shielding Reactor,United States of America,,,,,,,,no donor
RRDB:US0135,European-Asian Exhibit Program Reactor,United States of America,,,,,,,,no donor
RRDB:US0132,"TRIGA Mark F, Northrop",United States of America,,,,,,,,no donor
RRDB:US0131,R-3 North Carolina State Univ.,United States of America,,,,,,,,no donor
RRDB:US0130,PULSTAR North Carolina State Univ.,United States of America,,,,,,,,no donor
RRDB:US0125,PBR Plum Brook Reactor,United States of America,,,,,,,,no donor
RRDB:US0124,PBMUR Plum Brook Mockup Reactor,United States of America,,,,,,,,no donor
RRDB:US0118,OWR Omega West Reactor,United States of America,,,,,,,,no donor
RRDB:US0117,SUPO Super High Power Reactor,United States of America,,,,,,,,no donor
RRDB:US0116,HYPO High Power Reactor,United States of America,,,,,,,,no donor
RRDB:US0115,Hydro,United States of America,,,,,,,,no donor
RRDB:US0113,Kiwi-TNT,United States of America,,,,,,,,no donor
RRDB:US0112,Kinglet,United States of America,,,,,,,,no donor
RRDB:US0104,Jezebel,United States of America,,,,,,,,no donor
RRDB:US0108,Comet,United States of America,,,,,,,,no donor
RRDB:US0106,Godiva IV,United States of America,,,,,,,,no donor
RRDB:US0105,Parka,United States of America,,,,,,,,no donor
RRDB:US0103,Big Ten,United States of America,,,,,,,,no donor
RRDB:US0100,Fran,United States of America,,,,,,,,no donor
RRDB:US0099,LIWB Livermore Water Boiler,United States of America,,,,,,,,no donor
RRDB:US0098,LPTR Livermore Pool,United States of America,,,,,,,,no donor
RRDB:US0091,SPERT-4 Special Power Excursion Test,United States of America,,,,,,,,no donor
RRDB:US0090,SPERT-3 Special Power Excursion Test,United States of America,,,,,,,,no donor
RRDB:US0089,SPERT-2 Special Power Excursion Test,United States of America,,,,,,,,no donor
RRDB:US0088,SPERT-1 Special Power Excursion Test,United States of America,,,,,,,,no donor
RRDB:US0087,SNAPTRAN-3,United States of America,,,,,,,,no donor
RRDB:US0086,SNAPTRAN-2,United States of America,,,,,,,,no donor
RRDB:US0111,SNAPTRAN-1,United States of America,,,,,,,,no donor
RRDB:US0084,PBF Power Burst Facility,United States of America,,,,,,,,no donor
RRDB:US0083,OMRE Organic Moderated Reactor Experimen,United States of America,,,,,,,,no donor
RRDB:US0080,LOFT Loss of Fluid Test,United States of America,,,,,,,,no donor
RRDB:US0079,HOTCE,United States of America,,,,,,,,no donor
RRDB:US0078,HTRE-3,United States of America,,,,,,,,no donor
RRDB:US0077,HTRE-2,United States of America,,,,,,,,no donor
RRDB:US0076,HTRE-1,United States of America,,,,,,,,no donor
RRDB:US0075,"GCRE, Gas Cooled Reactor Experiment",United States of America,,,,,,,,no donor
RRDB:US0074,ETRC,United States of America,,,,,,,,no donor
RRDB:US0073,ETR Engineering Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0072,CFRMF Couple Fast Reactivity Measurement,United States of America,,,,,,,,no donor
RRDB:US0071,ATRC,United States of America,,,,,,,,no donor
RRDB:US0069,ARMF-I Advanced Reactivity Measurement,United States of America,,,,,,,,no donor
RRDB:US0052,NTR General Electric,United States of America,,,,,,,,no donor
RRDB:US0261,S1C Prototype,United States of America,,,,,,,,no donor
RRDB:US0046,GA-TRIGA III,United States of America,,,,,,,,no donor
RRDB:US0038,ASTR Aerospace Systems Test,United States of America,,,,,,,,no donor
RRDB:US0029,BGRR Brookhaven Graphite RR,United States of America,,,,,,,,no donor
RRDB:US0011,EBWR,United States of America,,,,,,,,no donor
RRDB:US0010,CP-5 Chicago Pile,United States of America,,,,,,,,no donor
RRDB:US0009,CP-3 Chicago Pile 3,United States of America,,,,,,,,no donor
RRDB:US0008,CP-2 Chicago Pile 2,United States of America,,,,,,,,no donor
RRDB:CA0016,SDR SLOWPOKE Demo Reactor,Canada,,,,,,,,no donor
RRDB:TW0004,THAR,"Taiwan, China",,,,,,,,no donor
RRDB:US0004,Juggernaut,United States of America,,,,,,,,no donor
RRDB:US0121,AGN-201 Memphis St. Univ.,United States of America,,,,,,,,no donor
RRDB:US0012,ZPR-6 Argonne,United States of America,,,,,,,,no donor
RRDB:US0006,ATSR Argonne Thermal Source,United States of America,,,,,,,,no donor
RRDB:US0294,TTR-1 Thermal Test,United States of America,,,,,,,,no donor
RRDB:US0085,SNARE Sandia Nuclear Assembly,United States of America,,,,,,,,no donor
RRDB:US0292,Saxton Experimental Reactor,United States of America,,,,,,,,no donor
RRDB:US0056,SM-1 Stationary Medium Power,United States of America,,,,,,,,no donor
RRDB:US0287,RMF Reactivity Measurement Facility,United States of America,,,,,,,,no donor
RRDB:US0265,SCRCE Spherical Cavity Experiment,United States of America,,,,,,,,no donor
RRDB:US0286,Phoebus,United States of America,,,,,,,,no donor
RRDB:US0285,Pewee,United States of America,,,,,,,,no donor
RRDB:US0042,Curtiss-Wright RR,United States of America,,,,,,,,no donor
RRDB:US0284,NF-1 Nuclear Furnace,United States of America,,,,,,,,no donor
RRDB:US0022,BAWTR Babcock & Wilcox Test Reactor,United States of America,,,,,,,,no donor
RRDB:US0060,MSRE Molten Salt Reactor Experiment,United States of America,,,,,,,,no donor
RRDB:US0134,Latin American Demo Reactor,United States of America,,,,,,,,no donor
RRDB:UY0001,RU-1,Uruguay,,,,,,,,no donor
RRDB:US0278,HTMPR,United States of America,,,,,,,,no donor
RRDB:US0058,HRT Homogeneous Reactor Test,United States of America,,,,,,,,no donor
RRDB:US0057,HRE-1 Homogeneous Reactor Experiment,United States of America,,,,,,,,no donor
RRDB:US0277,HMRFSR,United States of America,,,,,,,,no donor
RRDB:HU0002,Budapest Research Reactor,Hungary,,,,,,,,no donor
RRDB:HU0001,Nuclear Training Reactor,Hungary,,,,,,,,no donor
RRDB:BR0003,Argonauta,Brazil,,,,,,,,no donor
RRDB:US0273,HTGR Critical Assembly,United States of America,,,,,,,,no donor
RRDB:US0059,ARE Aircraft Reactor Experiment,United States of America,,,,,,,,no donor
RRDB:RU0122,BR-1M,Russian Federation,,,,,,,,no donor
RRDB:RU0123,BR-K1,Russian Federation,,,,,,,,no donor
RRDB:RU0010,IVV-2M,Russian Federation,,,,,,,,no donor
RRDB:RU0101,Stend T-2,Russian Federation,,,,,,,,no donor
RRDB:RU0100,VRL-03,Russian Federation,,,,,,,,no donor
RRDB:RU0099,VRL-02,Russian Federation,,,,,,,,no donor
RRDB:RU0098,S111,Russian Federation,,,,,,,,no donor
RRDB:RU0096,1120,Russian Federation,,,,,,,,no donor
RRDB:RU0093,MER,Russian Federation,,,,,,,,no donor
RRDB:RU0092,G-1,Russian Federation,,,,,,,,no donor
RRDB:RU0083,FM SM-3,Russian Federation,,,,,,,,no donor
RRDB:RU0082,FM MIR.M1,Russian Federation,,,,,,,,no donor
RRDB:RU0081,Narciss-M2,Russian Federation,,,,,,,,no donor
RRDB:RU0080,SK Physical,Russian Federation,,,,,,,,no donor
RRDB:RU0078,Efir-2M,Russian Federation,,,,,,,,no donor
RRDB:RU0079,Delta,Russian Federation,,,,,,,,no donor
RRDB:RU0077,P,Russian Federation,,,,,,,,no donor
RRDB:RU0076,FM MR,Russian Federation,,,,,,,,no donor
RRDB:RU0075,Grog,Russian Federation,,,,,,,,no donor
RRDB:RU0074,B-1000,Russian Federation,,,,,,,,no donor
RRDB:RU0072,Kvant,Russian Federation,,,,,,,,no donor
RRDB:RU0073,Astra,Russian Federation,,,,,,,,no donor
RRDB:RU0071,SF-7,Russian Federation,,,,,,,,no donor
RRDB:RU0069,SF-3,Russian Federation,,,,,,,,no donor
RRDB:RU0070,SF-5,Russian Federation,,,,,,,,no donor
RRDB:RU0068,SF-1,Russian Federation,,,,,,,,no donor
RRDB:RU0067,Mayak,Russian Federation,,,,,,,,no donor
RRDB:RU0066,RBMK,Russian Federation,,,,,,,,no donor
RRDB:RU0065,UG,Russian Federation,,,,,,,,no donor
RRDB:RU0062,MATR-2,Russian Federation,,,,,,,,no donor
RRDB:RU0054,FS-1M,Russian Federation,,,,,,,,no donor
RRDB:RU0053,MAKET,Russian Federation,,,,,,,,no donor
RRDB:RU0051,Argus-2,Russian Federation,,,,,,,,no donor
RRDB:RU0050,U-3,Russian Federation,,,,,,,,no donor
RRDB:RU0042,Arbus (AST-1),Russian Federation,,,,,,,,no donor
RRDB:RU0043,VK-50,Russian Federation,,,,,,,,no donor
RRDB:RU0041,Gamma,Russian Federation,,,,,,,,no donor
RRDB:RU0035,FBR-L Fast Burst-Laser,Russian Federation,,,,,,,,no donor
RRDB:RU0034,YAGUAR (NHUAR),Russian Federation,,,,,,,,no donor
RRDB:RU0033,"IGRIK, Pulsed Homog",Russian Federation,,,,,,,,no donor
RRDB:RU0032,BARS-5 (FNRS),Russian Federation,,,,,,,,no donor
RRDB:RU0030,RG-1M,Russian Federation,wikidata,Q16656344,69.30327,88.24482,exact-name-country,,,
RRDB:RU0027,BOR-60,Russian Federation,,,,,,,,no donor
RRDB:RU0023,F-1,Russian Federation,wikidata,Q4479886,55.79611,37.47861,exact-name-country,,,
RRDB:RU0022,RBT-6,Russian Federation,,,,,,,,no donor
RRDB:RU0020,RBT-10/2,Russian Federation,,,,,,,,no donor
RRDB:RU0012,Romashka,Russian Federation,,,,,,,,no donor
RRDB:RU011 ,MR,Russian Federation,,,,,,,,no donor
RRDB:UA0001,WWR-M Kiev,Ukraine,,,,,,,,no donor
RRDB:RU0006,SBR-2,Russian Federation,,,,,,,,no donor
RRDB:RU0003,RPT,Russian Federation,,,,,,,,no donor
RRDB:RU0002,OR-M,Russian Federation,,,,,,,,no donor
RRDB:RU0001,TVR,Russian Federation,,,,,,,,no donor
RRDB:RU121 ,VVR-2,Russian Federation,,,,,,,,no donor
RRDB:RU084 ,VIR-2M,Russian Federation,,,,,,,,no donor
RRDB:RU120 ,VIR-2,Russian Federation,,,,,,,,no donor
RRDB:BY0001,IRT-M Minsk,Belarus,,,,,,,,no donor
RRDB:RU118 ,BR-5,Russian Federation,,,,,,,,no donor
RRDB:RU117 ,BR-2,Russian Federation,,,,,,,,no donor
RRDB:BE0007,MYRRHA,Belgium,,,,,,,,no donor
RRDB:IT012 ,ISPRA-1,Italy,,,,,,,,no donor
RRDB:TW0001,THOR,"Taiwan, China",,,,,,,,no donor
RRDB:TW0005,THMER,"Taiwan, China",,,,,,,,no donor
RRDB:TW0002,TRR,"Taiwan, China",,,,,,,,no donor
RRDB:TW0006,WBRL,"Taiwan, China",,,,,,,,no donor
RRDB:TW0003,ZPRL,"Taiwan, China",,,,,,,,no donor
RRDB:TR0003,ITU-TRR,Türkiye,,,,,,,,no donor
RRDB:TR0001,TR-1,Türkiye,,,,,,,,no donor
RRDB:SE0005,FR-0,Sweden,,,,,,,,no donor
RRDB:SE0003,KRITZ,Sweden,,,,,,,,no donor
RRDB:SE0002,R2-0,Sweden,,,,,,,,no donor
RRDB:SE0001,R-2,Sweden,,,,,,,,no donor
RRDB:TJ0001,Argus-FTI,Tajikistan,,,,,,,,no donor
RRDB:RO0005,HELEN,Romania,,,,,,,,no donor
RRDB:RO0001,VVR-S Bucharest,Romania,,,,,,,,no donor
RRDB:RO0003,RP-01,Romania,,,,,,,,no donor
RRDB:PL0006,HELENA,Poland,,,,,,,,no donor
RRDB:PL0003,AGATA,Poland,,,,,,,,no donor
RRDB:PL0002,PANNA,Poland,,,,,,,,no donor
RRDB:PL0005,MARYLA,Poland,,,,,,,,no donor
RRDB:PL0001,EWA,Poland,wikidata,Q1438102,52.12295,21.34418,exact-name-country,,,
RRDB:NO0004,NORA,Norway,,,,,,,,no donor
RRDB:NO0003,JEEP I,Norway,,,,,,,,no donor
RRDB:NL0009,KRITO,"Netherlands, Kingdom of the",,,,,,,,no donor
RRDB:NL0003,BARN,"Netherlands, Kingdom of the",,,,,,,,no donor
RRDB:NL0008,ATHENE,"Netherlands, Kingdom of the",,,,,,,,no donor
RRDB:NL0005,KSTR,"Netherlands, Kingdom of the",,,,,,,,no donor
RRDB:MX0001,TRIGA Mark III,Mexico,,,,,,,,no donor
RRDB:MX0002,SUR-100 UNAM,Mexico,,,,,,,,no donor
RRDB:LV0001,SRR Salaspils Research Reactor,Latvia,,,,,,,,no donor
RRDB:LV0002,RKS-25,Latvia,,,,,,,,no donor
RRDB:KZ0005,RA,Kazakhstan,,,,,,,,no donor
RRDB:KR0002,KRR-2,"Korea, Republic of",,,,,,,,no donor
RRDB:KR0001,KRR-1,"Korea, Republic of",,,,,,,,no donor
RRDB:JP0022,JRR-3,Japan,,,,,,,,no donor
RRDB:JP0019,NSRR,Japan,,,,,,,,no donor
RRDB:JP0016,DCA,Japan,,,,,,,,no donor
RRDB:JP0013,JMTRC,Japan,,,,,,,,no donor
RRDB:JP0008,JRR-3M,Japan,,,,,,,,no donor
RRDB:JP0006,TTR,Japan,,,,,,,,no donor
